DemandArea_Id	Region	ElArea_Id	LpgArea_Id	Area_Type	E_Elast_Demand	Invest_Cap	Will_Pay	Change_Fact	Better_Fact	Worse_Fact	Social_Weight	Health	Time_Gender	Emissions	Deforestation	SocClust_5_Electricity_Weight	SocClust_5_CookingHeating_Weight	SocClust_5_SCP_SocClust_Id	SocClust_5_SCP_SocClust_Name	SocClust_5_SCP_Is_Urban	SocClust_5_SCP_Elasticity	SocClust_5_SCP_Budget	SocClust_5_SCP_WTP	SocClust_5_SCP_Penalty	SocClust_5_SCP_Better	SocClust_5_SCP_Worse	SocClust_5_SCP_Social_weight	SocClust_5_SCP_Health	SocClust_5_SCP_Time_gender	SocClust_5_SCP_Emissions	SocClust_5_SCP_Deforestation	SocClust_4_Electricity_Weight	SocClust_4_CookingHeating_Weight	SocClust_4_SCP_SocClust_Id	SocClust_4_SCP_SocClust_Name	SocClust_4_SCP_Is_Urban	SocClust_4_SCP_Elasticity	SocClust_4_SCP_Budget	SocClust_4_SCP_WTP	SocClust_4_SCP_Penalty	SocClust_4_SCP_Better	SocClust_4_SCP_Worse	SocClust_4_SCP_Social_weight	SocClust_4_SCP_Health	SocClust_4_SCP_Time_gender	SocClust_4_SCP_Emissions	SocClust_4_SCP_Deforestation	SocClust_3_Electricity_Weight	SocClust_3_CookingHeating_Weight	SocClust_3_SCP_SocClust_Id	SocClust_3_SCP_SocClust_Name	SocClust_3_SCP_Is_Urban	SocClust_3_SCP_Elasticity	SocClust_3_SCP_Budget	SocClust_3_SCP_WTP	SocClust_3_SCP_Penalty	SocClust_3_SCP_Better	SocClust_3_SCP_Worse	SocClust_3_SCP_Social_weight	SocClust_3_SCP_Health	SocClust_3_SCP_Time_gender	SocClust_3_SCP_Emissions	SocClust_3_SCP_Deforestation	SocClust_2_Electricity_Weight	SocClust_2_CookingHeating_Weight	SocClust_2_SCP_SocClust_Id	SocClust_2_SCP_SocClust_Name	SocClust_2_SCP_Is_Urban	SocClust_2_SCP_Elasticity	SocClust_2_SCP_Budget	SocClust_2_SCP_WTP	SocClust_2_SCP_Penalty	SocClust_2_SCP_Better	SocClust_2_SCP_Worse	SocClust_2_SCP_Social_weight	SocClust_2_SCP_Health	SocClust_2_SCP_Time_gender	SocClust_2_SCP_Emissions	SocClust_2_SCP_Deforestation	SocClust_1_Electricity_Weight	SocClust_1_CookingHeating_Weight	SocClust_1_SCP_SocClust_Id	SocClust_1_SCP_SocClust_Name	SocClust_1_SCP_Is_Urban	SocClust_1_SCP_Elasticity	SocClust_1_SCP_Budget	SocClust_1_SCP_WTP	SocClust_1_SCP_Penalty	SocClust_1_SCP_Better	SocClust_1_SCP_Worse	SocClust_1_SCP_Social_weight	SocClust_1_SCP_Health	SocClust_1_SCP_Time_gender	SocClust_1_SCP_Emissions	SocClust_1_SCP_Deforestation	SocClust_9_Electricity_Weight	SocClust_9_CookingHeating_Weight	SocClust_9_SCP_SocClust_Id	SocClust_9_SCP_SocClust_Name	SocClust_9_SCP_Is_Urban	SocClust_9_SCP_Elasticity	SocClust_9_SCP_Budget	SocClust_9_SCP_WTP	SocClust_9_SCP_Penalty	SocClust_9_SCP_Better	SocClust_9_SCP_Worse	SocClust_9_SCP_Social_weight	SocClust_9_SCP_Health	SocClust_9_SCP_Time_gender	SocClust_9_SCP_Emissions	SocClust_9_SCP_Deforestation	SocClust_8_Electricity_Weight	SocClust_8_CookingHeating_Weight	SocClust_8_SCP_SocClust_Id	SocClust_8_SCP_SocClust_Name	SocClust_8_SCP_Is_Urban	SocClust_8_SCP_Elasticity	SocClust_8_SCP_Budget	SocClust_8_SCP_WTP	SocClust_8_SCP_Penalty	SocClust_8_SCP_Better	SocClust_8_SCP_Worse	SocClust_8_SCP_Social_weight	SocClust_8_SCP_Health	SocClust_8_SCP_Time_gender	SocClust_8_SCP_Emissions	SocClust_8_SCP_Deforestation	SocClust_10_Electricity_Weight	SocClust_10_CookingHeating_Weight	SocClust_10_SCP_SocClust_Id	SocClust_10_SCP_SocClust_Name	SocClust_10_SCP_Is_Urban	SocClust_10_SCP_Elasticity	SocClust_10_SCP_Budget	SocClust_10_SCP_WTP	SocClust_10_SCP_Penalty	SocClust_10_SCP_Better	SocClust_10_SCP_Worse	SocClust_10_SCP_Social_weight	SocClust_10_SCP_Health	SocClust_10_SCP_Time_gender	SocClust_10_SCP_Emissions	SocClust_10_SCP_Deforestation	SocClust_7_Electricity_Weight	SocClust_7_CookingHeating_Weight	SocClust_7_SCP_SocClust_Id	SocClust_7_SCP_SocClust_Name	SocClust_7_SCP_Is_Urban	SocClust_7_SCP_Elasticity	SocClust_7_SCP_Budget	SocClust_7_SCP_WTP	SocClust_7_SCP_Penalty	SocClust_7_SCP_Better	SocClust_7_SCP_Worse	SocClust_7_SCP_Social_weight	SocClust_7_SCP_Health	SocClust_7_SCP_Time_gender	SocClust_7_SCP_Emissions	SocClust_7_SCP_Deforestation	SocClust_6_Electricity_Weight	SocClust_6_CookingHeating_Weight	SocClust_6_SCP_SocClust_Id	SocClust_6_SCP_SocClust_Name	SocClust_6_SCP_Is_Urban	SocClust_6_SCP_Elasticity	SocClust_6_SCP_Budget	SocClust_6_SCP_WTP	SocClust_6_SCP_Penalty	SocClust_6_SCP_Better	SocClust_6_SCP_Worse	SocClust_6_SCP_Social_weight	SocClust_6_SCP_Health	SocClust_6_SCP_Time_gender	SocClust_6_SCP_Emissions	SocClust_6_SCP_Deforestation
426	Rusizi	545	17	urban	0.2999999999999955	24.99999999999984	0.09999999999999934	0.29999999999999805	3.9999999999999742	5.999999999999962	0.3499999999999977	0.19999999999999868	0.6999999999999954	0.04999999999999967	0.04999999999999967																																																																																	13587.299999999914	677734.5240000011	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4748.250000000001	236842.70999999982	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	84445.79999999961	504657.1590000032	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	21915.0	0.0	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	438300.0	54656.01	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
427	Rusizi	536	17	rural	0.2999999999999992	19.999999999999634	0.06999999999999873	0.19999999999999632	3.999999999999926	5.999999999999889	0.34999999999999354	0.19999999999999632	0.6999999999999871	0.04999999999999908	0.04999999999999908	156180.90000000008	910933.4999999987	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	32580.30000000053	1625105.364000022	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	4821.3	240486.4439999998	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	33603.0	30971.739	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	60266.25	30060.805500000002	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
427	Rusizi	536	17	urban	0.29999999999998656	24.999999999998877	0.0999999999999955	0.29999999999998656	3.9999999999998197	5.999999999999731	0.3499999999999843	0.199999999999991	0.6999999999999686	0.04999999999999775	0.04999999999999775																																																																																	47482.50000000112	2368427.100000057	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	13368.149999999916	666803.3220000013	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	393520.35000000574	2260936.9470000383	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	157788.0	103846.41900000001	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	5582846.25	5517524.209500001	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
428	Rusizi	537	17	rural	0.3000000000000266	19.999999999997993	0.06999999999999297	0.19999999999997992	3.9999999999995977	5.999999999999396	0.3499999999999648	0.19999999999997992	0.6999999999999296	0.04999999999999498	0.04999999999999498	540131.7000000089	3179157.9150000894	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	190879.64999998186	9521076.94199961	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	43683.90000000097	2178952.932000048	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1059225.0	251417.6460000001	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2573186.25	390790.47150000016	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
428	Rusizi	537	17	urban	0.3	25.00000000000001	0.10000000000000003	0.30000000000000004	4.000000000000001	6.000000000000002	0.3500000000000001	0.20000000000000007	0.7000000000000002	0.05000000000000002	0.05000000000000002																																																																																	657.4499999999998	32793.605999999985	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	36.525	1821.867	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	6282.299999999999	36437.33999999999	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
429	Rusizi	300	17	rural	0.2999999999999999	19.99999999999988	0.06999999999999959	0.19999999999999882	3.9999999999999765	5.999999999999964	0.3499999999999979	0.19999999999999882	0.6999999999999958	0.049999999999999704	0.049999999999999704	19723.500000000022	120243.2219999999	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	6099.674999999987	304251.78900000046	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1716.6750000000013	85627.74899999994	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	38351.25	19129.6035	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
429	Rusizi	300	17	urban	0.29999999999999566	25.000000000000163	0.10000000000000067	0.30000000000000193	4.000000000000027	6.000000000000039	0.35000000000000225	0.20000000000000134	0.7000000000000045	0.050000000000000336	0.050000000000000336																																																																																	9679.124999999953	482794.75500000315	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3177.6750000000047	158502.4289999999	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	44487.449999999946	267814.4489999999	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	465693.75	68320.0125	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
430	Rusizi	541	17	rural	0.30000000000000554	20.00000000000047	0.07000000000000166	0.20000000000000467	4.000000000000093	6.00000000000014	0.3500000000000082	0.20000000000000467	0.7000000000000164	0.05000000000000117	0.05000000000000117	132731.84999999928	807087.080999999	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	62896.050000001735	3137254.974000093	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	15851.849999999891	790690.2779999992	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	730500.0	145749.36000000002	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	164362.5	81984.015	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
430	Rusizi	541	17	urban	0.3000000000000005	24.999999999999645	0.09999999999999858	0.29999999999999577	3.999999999999943	5.999999999999916	0.34999999999999504	0.19999999999999715	0.6999999999999901	0.04999999999999929	0.04999999999999929																																																																																	31374.975000000482	1564983.7530000191	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	10300.049999999947	513766.4940000036	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	83057.84999999963	502835.29200000316	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1468305.0	291498.72000000003	7.0	com_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	32872.5	16396.803	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
431	Rutsiro	547	13	rural	0.30000000000002885	19.999999999998554	0.06999999999999494	0.19999999999998555	3.9999999999997105	5.999999999999567	0.34999999999997466	0.19999999999998555	0.6999999999999493	0.04999999999999639	0.04999999999999639	324853.350000005	1903851.0150000309	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	152528.39999998797	7608116.591999431	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	39556.575000000805	1973081.9610000383	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2382160.5	519232.0950000001	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	301331.25	150304.02749999997	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
431	Rutsiro	547	13	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
432	Rutsiro	548	13	rural	0.2999999999999998	20.0	0.07	0.20000000000000004	4.000000000000001	6.000000000000001	0.35000000000000003	0.20000000000000004	0.7000000000000001	0.05000000000000001	0.05000000000000001	3652.499999999999	20040.536999999997	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	401.7749999999999	20040.536999999997	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1570.575000000001	78340.28099999994	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	49308.75	24595.2045	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
432	Rutsiro	548	13	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
433	Rutsiro	557	13	rural	0.3000000000000169	20.00000000000139	0.07000000000000486	0.2000000000000139	4.000000000000278	6.000000000000418	0.35000000000002435	0.2000000000000139	0.7000000000000487	0.05000000000000347	0.05000000000000347	120678.59999999935	719637.4650000007	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	85760.69999999861	4277743.716000126	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	28781.70000000038	1435631.196000013	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	829117.5	163968.03000000003	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	213671.25	106579.2195	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
433	Rutsiro	557	13	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
434	Rutsiro	558	13	rural	0.3000000000000269	20.000000000000924	0.07000000000000324	0.20000000000000928	4.000000000000185	6.000000000000277	0.3500000000000162	0.20000000000000928	0.7000000000000324	0.05000000000000232	0.05000000000000232	177876.75000000067	1031176.7219999966	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	107675.69999999512	5370863.915999898	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	45400.57500000104	2264580.681000052	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1607100.0	327936.06	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	290373.75	144838.4265	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
434	Rutsiro	558	13	urban	0.3	24.999999999999996	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																	36.525	1821.867	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																
435	Rutsiro	562	13	rural	0.30000000000003624	19.999999999999787	0.06999999999999926	0.19999999999999787	3.9999999999999574	5.999999999999936	0.34999999999999626	0.19999999999999787	0.6999999999999925	0.04999999999999947	0.04999999999999947	169841.25000000047	1000204.9829999966	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	126887.84999999206	6329165.957999698	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	53691.75000000137	2678144.4900000715	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	785287.5	309717.39	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	619098.75	144838.4265	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
435	Rutsiro	562	13	urban	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0																																																																																																																																																																
436	Rutsiro	550	13	rural	0.3000000000000311	20.000000000001535	0.07000000000000538	0.20000000000001536	4.000000000000306	6.000000000000461	0.3500000000000268	0.20000000000001536	0.7000000000000536	0.05000000000000384	0.05000000000000384	101466.44999999963	595750.5090000025	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	74255.32500000045	3703855.6110001197	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	40506.22500000084	2020450.5030000405	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	876600.0	182186.70000000004	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	213671.25	106579.21949999999	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
436	Rutsiro	550	13	urban	0.3	25.000000000000004	0.1	0.30000000000000004	4.0	6.0	0.35000000000000003	0.2	0.7000000000000001	0.05	0.05																																																																																	1643.6250000000011	81984.01499999994	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	730.4999999999998	36437.33999999998	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2264.5499999999997	12753.069	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
437	Rutsiro	556	13	rural	0.299999999999999	19.999999999998966	0.06999999999999638	0.19999999999998966	3.9999999999997935	5.999999999999688	0.3499999999999819	0.19999999999998966	0.6999999999999638	0.049999999999997415	0.049999999999997415	200449.20000000115	1189679.1510000017	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	152272.72499998802	7595363.522999434	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	44852.700000001016	2237252.6760000507	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1552312.5	309717.39	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	202713.75	101113.61849999998	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
437	Rutsiro	556	13	urban	0.2999999999999999	25.000000000000007	0.10000000000000005	0.3000000000000001	4.000000000000001	6.000000000000001	0.3500000000000001	0.2000000000000001	0.7000000000000002	0.050000000000000024	0.050000000000000024																																																																																	401.7749999999999	20040.536999999997	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	36.525	1821.867	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	1387.95	7287.468	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
438	Rutsiro	555	13	rural	0.30000000000001037	19.999999999997975	0.06999999999999293	0.19999999999997978	3.999999999999595	5.9999999999993925	0.3499999999999645	0.19999999999997978	0.699999999999929	0.049999999999994944	0.049999999999994944	297386.5500000039	1759923.5220000236	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	199609.12499998047	9956503.154999742	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	69762.75000000116	3479765.970000109	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3882607.5	779759.076	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	306810.0	153036.828	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
438	Rutsiro	555	13	urban	0.29999999999999605	25.000000000000682	0.10000000000000274	0.3000000000000082	4.000000000000109	6.000000000000164	0.3500000000000096	0.20000000000000548	0.7000000000000192	0.05000000000000137	0.05000000000000137																																																																																	61252.42500000167	3055270.959000089	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	23741.25000000018	1184213.5500000012	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	106214.69999999952	626722.2480000018	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	140621.25	234109.9095	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
439	Rutsiro	560	13	rural	0.3000000000000137	19.999999999999602	0.0699999999999986	0.19999999999999601	3.9999999999999196	5.99999999999988	0.34999999999999293	0.19999999999999601	0.6999999999999859	0.049999999999999004	0.049999999999999004	368098.9500000057	2129762.523000037	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	218638.64999997744	10905695.86200003	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	81998.62499999921	4090091.415000138	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	3776685.0	763362.2729999999	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	567963.75	447268.3485000002	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
439	Rutsiro	560	13	urban	0.3000000000000026	24.999999999999748	0.099999999999999	0.29999999999999694	3.9999999999999583	5.999999999999939	0.34999999999999637	0.199999999999998	0.6999999999999927	0.0499999999999995	0.0499999999999995																																																																																	15450.074999999895	770649.7409999996	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	12272.399999999927	612147.3120000022	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	27247.650000000023	154858.6949999999	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																	54787.5	27328.005	6.0	adm_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05
440	Rutsiro	561	13	rural	0.3000000000000253	19.99999999999874	0.06999999999999561	0.1999999999999874	3.9999999999997478	5.9999999999996225	0.34999999999997794	0.1999999999999874	0.6999999999999559	0.04999999999999685	0.04999999999999685	241503.30000000278	1399193.85600001	5.0	res_high_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	144419.84999998927	7203662.1179995155	4.0	res_med_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	54641.400000001406	2725513.0320000737	3.0	res_low_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	2242635.0	291498.72000000003	2.0	com_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05	328725.0	163968.02999999997	1.0	adm_R	0.0	0.3	20.0	0.07	0.2	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																																																																
440	Rutsiro	561	13	urban	0.2999999999999998	25.0	0.09999999999999999	0.29999999999999993	3.999999999999999	6.0	0.35	0.19999999999999998	0.7	0.049999999999999996	0.049999999999999996																																																																																	657.4499999999998	32793.605999999985	9.0	res_med_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	73.05	3643.734	8.0	res_low_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05	803.5500000000001	3643.734	10.0	res_high_U	1.0	0.3	25.0	0.1	0.3	4.0	6.0	0.35	0.2	0.7	0.05	0.05																																
