DemandArea_Id	Region	ElArea_Id	LpgArea_Id	Area_Type	Aggregated_Point_Lat	Aggregated_Point_Long	Census_Electricity_Demand	Census_CookingHeating_Demand	Census_Cooking_Demand	Census_Heating_Demand
151	Gasabo	82	2	urban	-1.9471693614737973	30.11594401717045	9282390.45000018	19785475.619999703	18198829.620002095	1586646.0000000482
152	Gasabo	95	2	rural	-1.95615	30.159025	1059.225	14574.936	13406.136	1168.8
152	Gasabo	95	2	urban	-1.9462778132668983	30.160618715503713	11708782.725000601	14584045.33500078	13414514.835002124	1169530.499999964
153	Gasabo	318	2	rural	-1.902638369781312	30.18120874751491	164545.12499999983	1034820.4559999976	951835.6559999969	82984.80000000013
153	Gasabo	318	2	urban	-1.9249743124468386	30.14951102920329	3580180.499999985	14903782.99350028	13708611.94350174	1195171.0499999593
154	Gasabo	85	2	rural			0.0	0.0	0.0	0.0
154	Gasabo	85	2	urban	-1.937175440993789	30.13283186335404	14031151.800000524	25775774.31599767	23708751.5160045	2067022.8000001577
155	Gasabo	99	2	rural	-1.9139086761147597	30.22524234358797	2156289.8999998644	5794447.9934999095	5329776.943499979	464671.0499999842
155	Gasabo	99	2	urban	-1.9325039380245317	30.187480761781796	1389228.3749998899	9323404.372499632	8575737.622500045	747666.7499999391
156	Gasabo	87	2	rural	-1.9505375000000003	30.21718472222222	46204.12499999999	154858.6949999999	142440.19500000018	12418.500000000018
156	Gasabo	87	2	urban	-1.9598371436716078	30.178996707525656	4231749.974999953	14784450.7050006	13598849.205002107	1185601.4999999597
157	Gasabo	96	2	rural	-1.8922238125395818	30.202649905003167	342239.25000000314	3142720.5750000807	2890698.074999988	252022.50000000655
157	Gasabo	96	2	urban	-1.9373975212566652	30.185277518374402	1352593.7999999246	13691330.505000615	12593389.005001895	1097941.4999999139
158	Gasabo	92	2	rural			0.0	0.0	0.0	0.0
158	Gasabo	92	2	urban	-1.9325203131039814	30.11368726323927	9917158.425000217	17592858.68550022	16182044.035501659	1410814.6500000353
159	Gasabo	93	2	rural	-1.896442857142857	30.1747	767.0249999999999	12753.069	11730.369	1022.7
159	Gasabo	93	2	urban	-1.918278843034781	30.12515170300955	4803366.2250003135	12901551.160500346	11866944.010501193	1034607.1499999173
160	Gasabo	3	2	rural	-1.8502249728555917	30.177177795874048	361378.35000000993	3576324.9210001044	3289530.6209999863	286794.3000000027
160	Gasabo	3	2	urban	-1.8998441273326014	30.119643417489936	8744085.000001099	28557765.224995136	26267647.725008514	2290117.500000463
161	Gasabo	79	2	rural	-1.9006500000000002	30.0184	584.4	3643.734	3351.534	292.2
161	Gasabo	79	2	urban	-1.918759411764706	30.092700847750866	6696128.250000762	17080914.05850083	15711153.50850215	1369760.5500000434
162	Gasabo	77	2	rural	-1.9258625	30.2095625	1314.9	16396.803	15081.903	1314.9
162	Gasabo	77	2	urban	-1.9381583744420954	30.103169626497536	6500500.350000326	14901050.193000086	13706098.293000951	1194951.899999973
163	Gasabo	94	2	rural	-1.8874234693877552	30.166699271137027	265646.32499999914	1385529.8535000107	1274420.8034999957	111109.05000000108
163	Gasabo	94	2	urban	-1.897348062190176	30.13167627309599	1053088.8000000196	8882512.558499556	8170202.008499966	712310.5499999428
164	Gasabo	74	2	rural	-1.9162	30.0235	36.525	1821.867	1675.767	146.1
164	Gasabo	74	2	urban	-1.914268721867476	30.070637988066572	9705459.525000898	23480221.89599795	21597285.096005276	1882936.80000025
165	Gasabo	97	2	rural	-1.9475518072289157	30.24452831325301	40067.925000000076	353442.19800000056	325098.7979999998	28343.39999999995
165	Gasabo	97	2	urban	-1.9697289933022124	30.21026467424396	7698958.65000201	22501879.31699804	20697398.217004824	1804481.1000002548
166	Gasabo	88	2	rural	-1.8763616013693418	30.20957112970711	959913.525000032	10107718.115999805	9297155.316000449	810562.7999999229
166	Gasabo	88	2	urban	-1.8349274834437086	30.141156622516558	38132.10000000024	575709.9720000027	529542.3719999986	46167.599999999744
167	Gasabo	84	2	rural	-1.8800432304038004	30.162081472684083	268312.64999999956	2493224.9895000528	2293287.139499991	199937.85000000452
167	Gasabo	84	2	urban	-1.8780505627009645	30.11620916398714	274010.55000000075	2443123.6470000553	2247203.5469999914	195920.10000000443
168	Gasabo	86	2	rural	-1.8392438247965535	30.148081905217808	2098945.649999761	7976133.725999399	7336507.925999969	639625.7999999507
168	Gasabo	86	2	urban	-1.842277207977208	30.11356695156695	52449.900000000176	672268.9230000017	618358.0229999982	53910.89999999967
169	Gasabo	98	2	rural	-1.8428747701013912	30.18142671539731	508975.8750000441	7954271.32199938	7316398.721999969	637872.5999999488
169	Gasabo	98	2	urban	-1.809268656716418	30.155683582089555	4236.9000000000015	122065.0889999999	112276.3890000002	9788.700000000012
170	Gasabo	76	2	rural	-1.897305609492988	30.013756957928802	240736.27499999935	1817312.3325000259	1671577.5824999937	145734.75000000233
170	Gasabo	76	2	urban	-1.892987053459905	30.090072027229578	8989277.325002147	33466785.856491193	30783001.906510655	2683783.950000763
171	Gasabo	587	2	rural	-1.8475778259612605	30.142023243712057	673740.150000032	6896677.528499631	6343615.978499974	553061.5499999655
171	Gasabo	587	2	urban	-1.8605591219512196	30.117679609756095	189564.74999999875	1992211.5645000325	1832451.214499993	159760.3500000029
172	Gasabo	75	2	rural	-1.8351233055454874	30.11746168901776	489836.77500002703	5358110.8469999	4928430.74699998	429680.0999999824
172	Gasabo	75	2	urban	-1.8595148197448697	30.093254864115366	1944919.7249996627	17935369.681500867	16497088.231503932	1438281.4500001092
173	Gasabo	71	2	rural	-1.928	30.029133333333334	109.57499999999999	5465.601	5027.301	438.29999999999995
173	Gasabo	71	2	urban	-1.9274323641839455	30.05581551025136	9678686.700000402	23519392.03649881	21633314.08650411	1886077.9500001178
174	Gasabo	73	2	rural	-1.918962085308057	30.02481327014218	41455.87500000008	419029.4100000018	385426.4099999992	33602.99999999989
174	Gasabo	73	2	urban	-1.9246591416544656	30.056164641288433	10483405.50000061	25397736.913497753	23361029.863505878	2036707.0500002108
175	Gasabo	68	2	rural	-1.8828374021909233	30.01055633802817	326168.25000000437	2548791.933000056	2344398.032999991	204393.90000000462
175	Gasabo	68	2	urban	-1.8844998259860788	30.052557424593967	841828.2000000158	7065200.225999661	6498624.425999973	566575.7999999677
176	Gasabo	89	2	rural			0.0	0.0	0.0	0.0
176	Gasabo	89	2	urban	-1.9391072410632446	30.076712593950507	9798634.800000288	19179704.842499908	17641637.092501707	1538067.7500000251
177	Gasabo	67	2	rural			0.0	0.0	0.0	0.0
177	Gasabo	67	2	urban	-1.9307782559774964	30.072344781997188	4700219.625000048	10878367.856999971	10006004.75700039	872363.09999995
178	Gasabo	70	2	rural	-1.871182142857143	30.007911904761905	13550.77499999999	158502.4289999999	145791.72900000022	12710.700000000019
178	Gasabo	70	2	urban	-1.9018131666475513	30.05257207248538	8461527.60000166	18696910.08750047	17197558.83750387	1499351.2500001225
179	Gasabo	91	2	rural	-1.904981089351285	30.22865434516524	778639.9500000112	6604267.87499979	6074655.374999975	529612.4999999774
179	Gasabo	91	2	urban	-1.891239263803681	30.160568711656442	163522.42499999897	1340894.1120000074	1233364.5119999957	107529.60000000073
180	Gasabo	80	2	rural	-1.9107148437500001	30.266773177083333	92006.47499999944	764273.2064999994	702984.256499998	61288.94999999965
180	Gasabo	80	2	urban	-1.9564467732558142	30.106036133720927	18899386.42500003	21635581.558499914	19900571.008500874	1735010.5500000124
181	Gasabo	78	2	rural	-1.8897181818181819	30.257536363636362	23156.85000000001	47368.54199999999	43569.942	3798.5999999999985
181	Gasabo	78	2	urban	-1.9526945792462571	30.104139235931854	12388586.025000319	19766346.016500004	18181234.066502035	1585111.9500000684
182	Gasabo	180	2	rural	-1.8492288552507097	30.013066698202458	221414.5499999985	2094236.1165000373	1926294.1664999926	167941.95000000315
182	Gasabo	180	2	urban	-1.8800786047415468	30.061081849980567	1194440.5500000047	10495775.786999878	9654093.68700048	841682.0999999264
183	Gasabo	72	2	rural	-1.8639461624026696	30.017675083426028	210785.77499999868	1779964.0590000246	1637224.358999994	142739.70000000222
183	Gasabo	72	2	urban	-1.8784377086743045	30.05042877250409	1486092.6749998908	12806814.07650038	11779804.126501443	1027009.949999898
184	Gasabo	69	2	rural	-1.8725421108742004	30.014718230277186	161330.9249999986	1827332.6010000287	1680794.3009999937	146538.30000000237
184	Gasabo	69	2	urban	-1.878662344827586	30.047749793103446	749748.6750000222	7723805.146499535	7104414.196499972	619390.9499999612
185	Gasabo	90	2	rural	-1.9264662367572545	30.247302303086133	565954.8750000119	4492724.022000088	4132441.421999983	360282.59999999596
185	Gasabo	90	2	urban	-1.935453401178361	30.235998928762722	488339.25000001385	3855981.50550011	3546760.8554999856	309220.6500000005
186	Gasabo	81	2	rural			0.0	0.0	0.0	0.0
186	Gasabo	81	2	urban	-1.955566332602568	30.104975414970248	14221118.325000117	13586573.152500208	12497032.402500836	1089540.7499999541
187	Gasabo	83	2	rural			0.0	0.0	0.0	0.0
187	Gasabo	83	2	urban	-1.9535528557114228	30.127439128256515	15218543.025000231	19760880.415499903	18176206.765502278	1584673.6500000632
188	Kicukiro	42	3	rural	-2.0504183673469387	30.094297959183674	740179.1250000002	244130.17799999993	224552.77799999996	19577.39999999998
188	Kicukiro	42	3	urban	-2.0273256379767677	30.108074453489433	9124931.175000364	22575664.930498928	20765266.7805058	1810398.1500002304
189	Kicukiro	258	3	rural	-2.0434898635477583	30.20451842105263	1796737.7999999686	2397576.9720000387	2205309.3719999916	192267.6000000036
189	Kicukiro	258	3	urban	-2.028391130298273	30.198486028257456	1710794.4749998865	13420783.255500311	12344537.605501547	1076245.6499999047
190	Kicukiro	253	3	rural	-2.0511999999999997	30.0911	73.05	3643.734	3351.534	292.2
190	Kicukiro	253	3	urban	-2.014323831459152	30.089977564015715	2110816.2749998886	15842955.432000503	14572469.832002185	1270485.5999999803
191	Kicukiro	248	3	rural	-2.04276	30.126459999999998	1205.325	10931.202	10054.602	876.6
191	Kicukiro	248	3	urban	-2.015921093877551	30.127765420408164	6209396.100000195	13352463.242999744	12281696.343001073	1070766.899999903
192	Kicukiro	243	3	rural	-2.01288	30.06628	693.9749999999999	9109.335	8378.835000000001	730.5
192	Kicukiro	243	3	urban	-1.9940090398055301	30.064642145244605	12342454.950000532	16321195.519500548	15012358.669501998	1308836.849999993
193	Kicukiro	255	3	rural			0.0	0.0	0.0	0.0
193	Kicukiro	255	3	urban	-1.9925305754889546	30.111080652877444	7258576.725000356	17889823.006499566	16455194.056501867	1434628.9499999986
194	Kicukiro	252	3	rural			0.0	0.0	0.0	0.0
194	Kicukiro	252	3	urban	-1.987087341363734	30.094300623790062	13676128.800000401	25777596.182997994	23710427.283004414	2067168.9000001228
195	Kicukiro	242	3	rural	-2.0047176470588233	30.166382352941174	3433.35	32793.605999999985	30163.806	2629.7999999999993
195	Kicukiro	242	3	urban	-1.9923520683760685	30.134158643874642	16234851.150000373	27871832.299497135	25636721.449505292	2235110.8500003256
196	Kicukiro	246	3	rural			0.0	0.0	0.0	0.0
196	Kicukiro	246	3	urban	-1.9939986984815616	30.103550379609548	1504537.7999999984	4707704.328000085	4330181.927999983	377522.4000000024
197	Kicukiro	244	3	rural			0.0	0.0	0.0	0.0
197	Kicukiro	244	3	urban	-1.9760713283050493	30.07554463649696	12052081.200000444	27573046.11149784	25361895.66150598	2211150.450000292
198	Kicukiro	254	3	rural			0.0	0.0	0.0	0.0
198	Kicukiro	254	3	urban	-1.979127545357524	30.108278655282817	20496003.749999993	28537724.687998474	26249214.288005117	2288510.400000189
199	Kicukiro	245	3	rural			0.0	0.0	0.0	0.0
199	Kicukiro	245	3	urban	-1.972687572902647	30.10939652310453	10514707.424999978	18391747.36499972	16916867.86500059	1474879.4999999385
200	Kicukiro	247	3	rural			0.0	0.0	0.0	0.0
200	Kicukiro	247	3	urban	-1.9698075373224906	30.11746583323219	18295591.65000011	28488534.278999157	26203968.579003867	2284565.7000000956
201	Kicukiro	250	3	rural			0.0	0.0	0.0	0.0
201	Kicukiro	250	3	urban	-1.9788471435507364	30.134136446026865	8176924.800000051	17658445.897499803	16242371.647501428	1416074.2499999667
202	Kicukiro	257	3	rural			0.0	0.0	0.0	0.0
202	Kicukiro	257	3	urban	-1.971362549968441	30.143563791289715	16319917.87500019	15557833.246499836	14310212.296500979	1247620.9499999534
203	Kicukiro	149	3	rural			0.0	0.0	0.0	0.0
203	Kicukiro	149	3	urban	-1.9648125730994153	30.097473725981622	5352921.375000052	6676231.621499943	6140848.171499977	535383.4499999888
204	Kicukiro	256	3	rural	-1.9955363636363637	30.168854545454543	3725.5499999999993	23684.270999999993	21784.971	1899.2999999999995
204	Kicukiro	256	3	urban	-1.9824551304788447	30.17766772232075	18776589.374999963	17370590.911499895	15977600.461500576	1392990.450000024
205	Kicukiro	249	3	rural			0.0	0.0	0.0	0.0
205	Kicukiro	249	3	urban	-1.9628612731152204	30.13353888691323	8241172.275000137	17734053.377999797	16311915.978001432	1422137.3999999927
206	Kicukiro	251	3	rural			0.0	0.0	0.0	0.0
206	Kicukiro	251	3	urban	-1.9880201778121378	30.20955790490916	1017038.6250000123	6250825.676999994	5749556.576999979	501269.09999999346
207	Kicukiro	259	3	rural	-2.0122171717171717	30.172367676767678	28416.450000000023	218624.03999999983	201092.04000000004	17532.000000000015
207	Kicukiro	259	3	urban	-1.999152731687576	30.19323137731013	7118978.175000446	16414110.736500572	15097822.786502238	1316287.9499999776
208	Kicukiro	260	3	rural	-2.0060571428571428	30.206771428571425	1278.375	12753.069	11730.369	1022.7
208	Kicukiro	260	3	urban	-1.9986972965459853	30.213541411014248	3290464.1999999224	9915511.147499783	9120361.897500215	795149.2499999413
209	Nyarugenge	458	1	rural			0.0	0.0	0.0	0.0
209	Nyarugenge	458	1	urban	-1.9603209030371933	30.04696540522982	4511896.724999926	14438295.97500016	13280453.475001514	1157842.4999999313
210	Nyarugenge	457	1	rural	-1.9418346153846155	30.001830769230768	2483.700000000001	47368.54199999997	43569.942	3798.5999999999985
210	Nyarugenge	457	1	urban	-1.9690123589001447	30.04879266763145	14374559.8499999	28169707.55399845	25910709.3540059	2258998.2000002186
211	Nyarugenge	452	1	rural	-1.9858259036144579	30.014788554216867	29329.575000000073	322470.4590000007	296610.7589999996	25859.699999999943
211	Nyarugenge	452	1	urban	-1.979305148122763	30.045529510319092	9794580.52500061	32369110.988996375	29773352.289008655	2595758.7000005017
212	Nyarugenge	459	1	rural	-1.9472176470588234	30.00521568627451	12966.374999999998	92915.21699999993	85464.11700000009	7451.100000000006
212	Nyarugenge	459	1	urban	-1.9670463291987932	30.054296949379818	7991414.325000089	7379472.283499852	6787694.233499975	591778.04999998
213	Nyarugenge	460	1	rural			0.0	0.0	0.0	0.0
213	Nyarugenge	460	1	urban	-1.9553278493557977	30.063766567558638	17268727.800000094	12160962.22499995	11185744.725000225	975217.4999999683
214	Nyarugenge	454	1	rural			0.0	0.0	0.0	0.0
214	Nyarugenge	454	1	urban	-1.9509726520400308	30.050441252886838	24667743.14999992	27418187.41649911	25219455.46650555	2198731.9500001995
215	Nyarugenge	450	1	rural	-1.9676214492753623	30.009604637681157	107200.87499999959	679556.3910000009	625061.0909999983	54495.29999999969
215	Nyarugenge	450	1	urban	-1.9626296883664192	30.03496034157702	14843650.425000105	23309877.33150013	21440600.88150376	1869276.4500000437
216	Nyarugenge	456	1	rural			0.0	0.0	0.0	0.0
216	Nyarugenge	456	1	urban	-1.9480848058525606	30.046305740011256	2181966.9750000057	4023593.2695000996	3700931.4194999854	322661.8500000019
217	Nyarugenge	455	1	rural			0.0	0.0	0.0	0.0
217	Nyarugenge	455	1	urban	-1.9410075261200639	30.052981140428546	18213154.72500037	20635376.57550026	18980574.92550181	1654801.6500000046
218	Nyarugenge	461	1	rural	-1.9266264150943395	30.021669811320756	6282.3	102024.55199999992	93842.95200000009	8181.600000000007
218	Nyarugenge	461	1	urban	-1.9436541169789892	30.03930278250994	669101.4750000045	4118330.3535001036	3788071.3034999855	330259.05000000127
219	Nyarugenge	479	1	rural	-1.9676752564102566	30.017223076923077	115163.32499999882	1497574.674000015	1377480.473999995	120094.20000000138
219	Nyarugenge	479	1	urban	-1.955893529040404	30.024205855429294	15591901.575000087	14468356.780500047	13308103.63050115	1160253.149999926
220	Nyarugenge	449	1	rural	-1.9139871018276762	30.001346605744125	2239274.6999997646	7363986.413999542	6773450.213999972	590536.1999999589
220	Nyarugenge	449	1	urban	-1.9203099326470998	29.993599231322495	325693.42500000587	4244039.17650013	3903699.2264999836	340339.9499999957
221	Nyarugenge	453	1	rural	-2.0212782505910165	30.053301773049647	137772.2999999979	1616906.9625000195	1487243.2124999943	129663.75000000186
221	Nyarugenge	453	1	urban	-2.0130977460004007	30.047550308484606	667932.6750000186	7434128.293499625	6837967.243499971	596161.0499999593
222	Nyarugenge	451	1	rural	-2.043733806314296	30.045145619013834	458133.0750000303	5362665.514499912	4932620.1644999795	430045.3499999819
222	Nyarugenge	451	1	urban	-2.0426238069511977	30.066101350621288	834742.350000046	10542233.39549994	9696825.745500652	845407.6499999189
223	Nyarugenge	279	1	rural	-2.0009371273712735	30.018893062330623	1844402.924999947	3599098.258500107	3310477.7084999867	288620.5500000036
223	Nyarugenge	279	1	urban	-1.9953314219114218	30.040884627039627	8059789.125000367	20110678.879499245	18497954.029503442	1612724.8500001216
224	Nyarugenge	462	1	rural	-2.047123249669749	30.013478361955084	511897.87500003556	7182710.64749957	6606711.397499972	575999.2499999612
224	Nyarugenge	462	1	urban	-2.026255164319249	30.030639671361502	2052558.8999999408	5178656.947499986	4763367.697499981	415289.2499999903
225	Burera	30	22	rural	-1.5373152691968226	29.970678464254192	406888.500000026	6324611.290499703	5817425.140499976	507186.14999996894
225	Burera	30	22	urban			0.0	0.0	0.0	0.0
226	Burera	32	22	rural	-1.4890827963176065	29.937529723820482	5760029.025001255	16289312.847001519	14983032.74700342	1306280.1000000415
226	Burera	32	22	urban	-1.498663659603696	29.934664927371646	63516.97500000009	216802.17299999984	199416.273	17385.90000000002
227	Burera	36	22	rural	-1.4174830587901164	29.729469170690145	1081286.1000000278	13527362.475000776	12442569.975002045	1084792.4999999118
227	Burera	36	22	urban	-1.4176441564538564	29.71947046839721	24179.55000000017	409920.075000002	377047.57499999925	32872.49999999987
228	Burera	34	22	rural	-1.4496559913896196	29.70306922984932	1157367.6750000387	15648926.596501354	14394000.646503124	1254925.9500000118
228	Burera	34	22	urban	-1.4468993568722268	29.693456687722623	488302.72500003595	5838172.801499802	5369995.3514999775	468177.4499999754
229	Burera	27	22	rural	-1.4284030648911437	29.8535859437751	1408842.2999998697	9194051.815499531	8456758.165500004	737293.6499999373
229	Burera	27	22	urban			0.0	0.0	0.0	0.0
230	Burera	31	22	rural	-1.489313825392454	29.840482167446986	3827600.849999908	13530095.27550079	12445083.625502134	1085011.6499999082
230	Burera	31	22	urban	-1.4984424305384882	29.83639945167341	133024.04999999865	521053.9620000038	479269.3619999987	41784.59999999977
231	Burera	25	22	rural	-1.3861135926773456	29.858244736842106	1993169.249999888	8148300.157499345	7494867.907499969	653432.2499999473
231	Burera	25	22	urban			0.0	0.0	0.0	0.0
232	Burera	38	22	rural	-1.4032021432050656	29.802341159279106	230217.07499999373	3802236.4290001215	3497325.7289999854	304910.7000000008
232	Burera	38	22	urban	-1.386025	29.757575	913.125	9109.335	8378.835000000001	730.5
233	Burera	28	22	rural	-1.4090214205816556	29.826410794183445	2221852.274999957	3452437.9650001	3175578.4649999873	276859.50000000454
233	Burera	28	22	urban			0.0	0.0	0.0	0.0
234	Burera	39	22	rural	-1.3544895506226313	29.81878373037358	502912.725000036	6868438.589999597	6317641.589999975	550796.9999999623
234	Burera	39	22	urban			0.0	0.0	0.0	0.0
235	Burera	37	22	rural	-1.3741900889317475	29.746175731276118	1345690.5749999327	17470793.596501235	16069767.64650397	1401025.9500000984
235	Burera	37	22	urban	-1.37629126776365	29.733361667913236	697262.2500000614	9972899.95799976	9173148.558000378	799751.3999999235
236	Burera	26	22	rural	-1.5213784994697772	29.815810127253446	1874901.299999953	6993236.479499573	6432431.629499973	560804.8499999607
236	Burera	26	22	urban	-1.4920316582914575	29.783375376884422	17239.8	362551.53300000133	333477.6329999994	29073.899999999903
237	Burera	29	22	rural	-1.5739183012820515	29.863446121794873	3430099.2749998937	5852747.737499817	5383401.487499978	469346.2499999761
237	Burera	29	22	urban			0.0	0.0	0.0	0.0
238	Burera	35	22	rural	-1.4342813867488442	29.71940218798151	454736.25000001997	6068638.976999767	5581979.876999976	486659.0999999734
238	Burera	35	22	urban	-1.4250330188679243	29.694156603773585	6684.074999999992	193117.90199999986	177631.30200000008	15486.600000000026
239	Burera	33	22	rural	-1.5671693046416502	29.91179329539392	4484904.750000185	10673407.819499904	9817480.96950071	855926.8499999174
239	Burera	33	22	urban	-1.4907	29.7749	292.2	1821.867	1675.767	146.1
240	Burera	148	22	rural	-1.5394253073999553	29.78779072211044	610844.1000000552	8329575.923999296	7661606.723999967	667969.1999999438
240	Burera	148	22	urban	-1.4982737089201876	29.773620187793426	18006.82499999998	400810.7400000017	368668.73999999923	32141.999999999887
241	Gakenke	50	20	rural	-1.654017059106199	29.714714656415183	2474824.4249997507	11687276.805000246	10750045.305001218	937231.4999999036
241	Gakenke	50	20	urban			0.0	0.0	0.0	0.0
242	Gakenke	48	20	rural	-1.6901642741935485	29.689747204301074	908157.6000000605	7265605.595999558	6682958.795999974	582646.7999999613
242	Gakenke	48	20	urban			0.0	0.0	0.0	0.0
243	Gakenke	43	20	rural	-1.6654039145907473	29.658500266903914	4260349.050000132	6638883.347999632	6106494.947999977	532388.3999999652
243	Gakenke	43	20	urban	-1.6906750000000001	29.63995	401.7749999999999	7287.468	6703.068	584.4
244	Gakenke	53	20	rural	-1.6547769257221459	29.772188204951856	916594.8750000246	5553961.549499879	5108575.69949998	445385.84999997995
244	Gakenke	53	20	urban	-1.6458758064516128	29.78844193548387	167722.80000000008	1081278.0644999961	994567.7144999969	86710.35000000025
245	Gakenke	54	20	rural	-1.6049434234507898	29.75174157047388	6891975.300000483	12641024.179500552	11627309.329501648	1013714.8499998946
245	Gakenke	54	20	urban			0.0	0.0	0.0	0.0
246	Gakenke	46	20	rural	-1.610782608695652	29.71562829771555	2600872.1999999583	5504771.140499862	5063329.99049998	441441.1499999833
246	Gakenke	46	20	urban			0.0	0.0	0.0	0.0
247	Gakenke	45	20	rural	-1.591961190522812	29.684937810847856	2312105.5499997092	9575732.951999644	8807831.352000194	767901.5999999288
247	Gakenke	45	20	urban	-1.5813411016949153	29.686980932203387	81925.57499999936	459110.48400000273	422293.28399999905	36817.19999999984
248	Gakenke	64	20	rural	-1.8152065745486963	29.830288098952533	7325490.525000541	9141217.672499629	8408160.922499979	733056.7499999428
248	Gakenke	64	20	urban	-1.8303780381944443	29.84889357638889	2588088.4499999164	2590694.8740000566	2382940.6739999917	207754.20000000464
249	Gakenke	60	20	rural	-1.7632016860603184	29.79340256471147	4234160.624999932	8567329.5674994	7880294.317499972	687035.2499999461
249	Gakenke	60	20	urban			0.0	0.0	0.0	0.0
250	Gakenke	65	20	rural	-1.794678205128205	29.89565681980057	828094.8000000695	10515816.323999928	9672527.124000654	843289.1999999179
250	Gakenke	65	20	urban	-1.8343142857142856	29.853585714285714	511.3499999999999	12753.069	11730.369	1022.7
251	Gakenke	63	20	rural	-1.7299194636678201	29.84095642301038	731120.9250000562	8651135.449499382	7957379.599499968	693755.8499999411
251	Gakenke	63	20	urban	-1.7311400309119012	29.85662488408037	235988.0249999982	1266197.5650000025	1164658.064999996	101539.50000000077
252	Gakenke	44	20	rural	-1.783246554934823	29.867831284916203	2496228.0749998954	3642823.066500098	3350696.116499989	292126.9500000026
252	Gakenke	44	20	urban			0.0	0.0	0.0	0.0
253	Gakenke	61	20	rural	-1.6341075913776946	29.805534926585445	1576857.2999999456	6170663.528999759	5675822.828999977	494840.6999999749
253	Gakenke	61	20	urban	-1.6448036458333333	29.793761979166664	1640958.6749999523	1471157.6025000126	1353181.8524999951	117975.75000000146
254	Gakenke	62	20	rural	-1.7294271903323262	29.74780601208459	1288601.9999998456	6663478.552499614	6129117.802499977	534360.7499999641
254	Gakenke	62	20	urban			0.0	0.0	0.0	0.0
255	Gakenke	59	20	rural	-1.6897043076923077	29.771570666666666	916120.0500000054	1994944.3650000305	1834964.8649999935	159979.50000000268
255	Gakenke	59	20	urban			0.0	0.0	0.0	0.0
256	Gakenke	49	20	rural	-1.7123122988156696	29.66093713938658	1196339.8500000236	6612466.276499701	6082196.326499977	530269.9499999692
256	Gakenke	49	20	urban	-1.6961600000000001	29.635340000000003	438.29999999999995	9109.335	8378.835000000001	730.5
257	Gakenke	52	20	rural	-1.68461416115454	29.803896271797957	2650071.374999982	6393842.236499716	5881104.286499976	512737.9499999703
257	Gakenke	52	20	urban			0.0	0.0	0.0	0.0
258	Gakenke	58	20	rural	-1.6395867142857141	29.84017180952381	270796.3499999959	3936143.653500126	3620494.6034999853	315649.04999999894
258	Gakenke	58	20	urban			0.0	0.0	0.0	0.0
259	Gakenke	57	20	rural	-1.6492075215782984	29.850551911220716	649633.6500000462	9057411.790499482	8331075.640499966	726336.1499999352
259	Gakenke	57	20	urban	-1.6498272727272727	29.877609090909093	1059.225	40081.07399999998	36866.874	3214.199999999999
260	Gakenke	66	20	rural	-1.7136330753353972	29.874183359133127	2133169.5749998	7578055.786499468	6970352.836499973	607702.9499999539
260	Gakenke	66	20	urban	-1.7312307692307694	29.855500000000003	1497.525	23684.270999999993	21784.971	1899.2999999999995
261	Gakenke	51	20	rural	-1.587023509174312	29.81652456995413	1055280.3000000278	6602446.00799965	6072979.607999975	529466.3999999658
261	Gakenke	51	20	urban			0.0	0.0	0.0	0.0
262	Gakenke	55	20	rural	-1.5764305202312139	29.781648131021196	352539.300000005	4844344.353000013	4455864.452999982	388479.8999999876
262	Gakenke	55	20	urban			0.0	0.0	0.0	0.0
263	Gakenke	47	20	rural	-1.6159893484419263	29.644803626062323	961338.0000000106	3569948.386500096	3283665.4364999877	286282.9500000024
263	Gakenke	47	20	urban	-1.594825	29.638675	401.7749999999999	7287.468	6703.068	584.4
264	Gakenke	56	20	rural	-1.838346392838336	29.87097093206951	2469491.774999963	4007196.466500109	3685849.5164999864	321346.9499999989
264	Gakenke	56	20	urban	-1.832576923076923	29.85127307692308	4456.050000000001	96558.95099999994	88815.6510000001	7743.3000000000075
265	Gicumbi	146	23	rural	-1.7850644889597087	30.235089779194173	2123417.399999651	8986358.977499459	8265720.727499969	720638.2499999368
265	Gicumbi	146	23	urban			0.0	0.0	0.0	0.0
266	Gicumbi	138	23	rural	-1.8134467528562839	30.219543205051114	645031.5000000374	6442121.711999688	5925512.111999976	516609.5999999679
266	Gicumbi	138	23	urban			0.0	0.0	0.0	0.0
267	Gicumbi	143	23	rural	-1.7813498138957815	30.181283033498758	2191134.749999849	6791920.175999605	6247259.375999978	544660.7999999648
267	Gicumbi	143	23	urban			0.0	0.0	0.0	0.0
268	Gicumbi	145	23	rural	-1.6383088949843259	30.162070297805645	828825.3000000743	9573000.151499618	8805317.70150019	767682.4499999299
268	Gicumbi	145	23	urban			0.0	0.0	0.0	0.0
269	Gicumbi	130	23	rural	-1.65632611153945	30.084940863531227	660225.9000000376	7348500.544499518	6759206.194499972	589294.3499999582
269	Gicumbi	130	23	urban	-1.6035714285714284	30.073200000000003	1789.7250000000001	27328.004999999994	25136.505	2191.4999999999995
270	Gicumbi	141	23	rural	-1.5762998925116447	30.157403726262988	2864984.4749998907	5437362.0614998955	5001326.61149998	436035.44999998086
270	Gicumbi	141	23	urban			0.0	0.0	0.0	0.0
271	Gicumbi	140	23	rural	-1.4675408012894313	30.097626962928853	816151.1250000449	8179271.896499345	7523355.94649997	655915.949999947
